Brand,Name,Year,Model,Transmission,Kms,Owner,Fuel Type,Registration,EMI,Price,State
Renault,Renault Duster,2021,RXZ,Manual,17588,1,Petrol,KA-53,21911,1166799,Karnataka
Hyundai,Hyundai Creta,2016,1.6 E + VTVT,Manual,83706,2,Petrol,KA-51,15068,802399,Karnataka
Maruti,Maruti Ritz,2012,VXI,Manual,55601,1,Petrol,KA-03,7130,364699,Karnataka
Maruti,Maruti Swift,2013,ZDI,Manual,52412,1,Diesel,KA-02,11355,580799,Karnataka
Maruti,Maruti Swift,2014,VXI,Manual,51228,1,Petrol,KA-03,9709,496599,Karnataka
Maruti,Maruti Celerio,2015,ZXI AMT,Automatic,60581,1,Petrol,KA-04,8780,449099,Karnataka
Maruti,Maruti IGNIS,2022,SIGMA 1.2 K12,Manual,319,1,Petrol,KA-05,12135,620699,Karnataka
Maruti,Maruti Swift,2017,VXI OPT,Manual,12859,1,Petrol,KA-50,13628,697099,Karnataka
Maruti,Maruti Swift,2015,VDI ABS,Manual,92960,2,Diesel,KA-51,10950,560099,Karnataka
Maruti,Maruti Swift,2014,ZXI,Manual,40504,1,Petrol,KA-03,11691,597999,Karnataka
Maruti,Maruti Wagon R 1.0,2011,LXI,Manual,80941,1,Petrol,KA-53,5699,291499,Karnataka
Maruti,Maruti Wagon R 1.0,2012,VXI,Manual,67318,3,Petrol,KA-53,5722,292699,Karnataka
Hyundai,Hyundai Eon,2015,MAGNA PLUS,Manual,36724,1,Petrol,HR-01,5756,294399,Hariyana
Maruti,Maruti Alto K10,2013,VXI,Manual,62441,2,Petrol,KA-01,5421,277299,Karnataka
Mahindra,Mahindra XUV500,2015,W6 4X2,Manual,77205,1,Diesel,KA-50,20401,1086399,Karnataka
Hyundai,Hyundai Elite i20,2020,1.2 SPORTS PLUS VTVT,Manual,30960,1,Petrol,KA-05,15750,838699,Karnataka
KIA,KIA SELTOS,2020,GTX 1.4 GDI PETROL,Manual,12464,1,Petrol,KA-01,32069,1707699,Karnataka
Maruti,Maruti Swift,2015,VXI,Manual,41053,1,Petrol,KA-51,10258,524699,Karnataka
Maruti,Maruti Swift Dzire,2014,VXI,Manual,69716,1,Petrol,KA-03,10019,512499,Karnataka
Ford,Ford Ecosport,2015,1.5 TITANIUM TI VCT AT,Automatic,50037,2,Petrol,KA-03,13990,715599,Karnataka
Maruti,Maruti Baleno,2018,ZETA 1.2 K12,Manual,11467,1,Petrol,KA-51,14299,731399,Karnataka
Hyundai,Hyundai Eon,2014,D LITE PLUS,Manual,67334,1,Petrol,KA-04,5611,286999,Karnataka
Maruti,Maruti Alto K10,2012,VXI,Manual,43282,1,Petrol,KA-04,5740,293599,Karnataka
Hyundai,Hyundai Elite i20,2014,MAGNA 1.2,Manual,30747,1,Petrol,KA-03,11396,582899,Karnataka
Hyundai,Hyundai Creta,2021,1.5 SX (O) AT,Automatic,8087,1,Petrol,KA-05,32766,1744799,Karnataka
Hyundai,Hyundai Verna,2015,FLUIDIC 1.6 VTVT S,Manual,21560,1,Petrol,KA-19,13947,713399,Karnataka
Hyundai,Hyundai Eon,2018,SPORTZ,Manual,13842,2,Petrol,KA-01,8145,416599,Karnataka
Maruti,Maruti Swift Dzire,2013,ZDI,Manual,86892,1,Diesel,KA-05,10960,560599,Karnataka
Honda,Honda Amaze,2018,1.2 V CVT I VTEC,Automatic,10392,1,Petrol,KA-01,15341,816899,Karnataka
Maruti,Maruti Swift,2011,VDI ABS,Manual,90834,2,Diesel,KA-51,7220,369299,Karnataka
Maruti,Maruti New  Wagon-R,2019,VXI 1.0,Manual,28450,2,Petrol,KA-65,10467,535399,Karnataka
Hyundai,Hyundai Elite i20,2016,SPORTZ 1.2,Manual,27789,1,Petrol,KA-05,12383,633399,Karnataka
Hyundai,Hyundai Eon,2012,MAGNA,Manual,96449,3,Petrol,KA-02,5151,263499,Karnataka
Maruti,Maruti A Star,2013,VXI ABS AT,Automatic,26853,1,Petrol,KA-03,7789,398399,Karnataka
MG,MG HECTOR,2021,SHARP DCT PETROL,Automatic,10284,1,Petrol,KA-09,33736,1796499,Karnataka
Maruti,Maruti Swift,2017,ZDI,Manual,84738,2,Diesel,KA-41,11523,589399,Karnataka
Honda,Honda Jazz,2015,1.2 VX I-VTECH,Manual,36582,2,Petrol,KA-04,12352,631799,Karnataka
Maruti,Maruti Alto 800,2013,LXI,Manual,33700,1,Petrol,KA-04,6141,314099,Karnataka
Hyundai,Hyundai Grand i10,2014,MAGNA 1.2 KAPPA VTVT,Manual,34871,1,Petrol,KA-04,9007,460699,Karnataka
Renault,Renault TRIBER,2019,1.0 RXZ,Manual,22123,1,Petrol,KA-51,14062,719299,Karnataka
Maruti,Maruti Alto 800,2013,LXI,Manual,30618,1,Petrol,KA-05,6360,325299,Karnataka
Renault,Renault TRIBER,2020,1.0 RXT,Manual,21586,1,Petrol,KA-04,13464,688699,Karnataka
Ford,Ford New Figo,2016,1.2 TITANIUM,Manual,36983,1,Petrol,KA-03,10553,539799,Karnataka
Maruti,Maruti Swift,2018,ZXI AMT,Automatic,52203,2,Petrol,KA-05,13728,702199,Karnataka
Tata,Tata Tiago,2016,XZ 1.2 REVOTRON,Manual,52529,1,Petrol,KA-01,9718,497099,Karnataka
Maruti,Maruti Swift,2013,VDI,Manual,69201,2,Diesel,KA-51,9517,486799,Karnataka
Maruti,Maruti Ritz,2015,VXI,Manual,57109,1,Petrol,KA-09,9159,468499,Karnataka
Hyundai,Hyundai Elite i20,2015,ASTA 1.2,Manual,32587,2,Petrol,KA-01,12960,662899,Karnataka
Hyundai,Hyundai Verna,2015,FLUIDIC 1.4 VTVT,Manual,23313,1,Petrol,KA-01,12383,633399,Karnataka
Hyundai,Hyundai Verna,2014,FLUIDIC 1.6 SX CRDI,Manual,68244,2,Diesel,KA-05,12444,636499,Karnataka
Maruti,Maruti Alto 800,2013,LXI,Manual,70861,2,Petrol,KA-05,5656,289299,Karnataka
KIA,KIA SELTOS,2019,GTX 1.4 GDI PETROL,Manual,18541,1,Petrol,KA-01,29919,1593199,Karnataka
Mahindra,Mahindra XUV500,2017,W6 4X2,Manual,60108,2,Diesel,KA-03,22704,1208999,Karnataka
Maruti,Maruti Dzire,2017,ZDI Plus AMT,Automatic,81130,2,Diesel,KA-17,14534,743399,Karnataka
Hyundai,Hyundai i10,2012,SPORTZ 1.2 KAPPA2,Manual,96600,1,Petrol,KA-04,6334,323999,Karnataka
Maruti,Maruti Swift,2015,ZXI,Manual,98094,2,Petrol,KA-41,10444,534199,Karnataka
Mahindra,Mahindra XUV500,2018,W7 FWD,Manual,51299,1,Diesel,KA-51,24848,1323199,Karnataka
Maruti,Maruti Wagon R 1.0,2011,VXI,Manual,72850,1,Petrol,KA-05,6489,331899,Karnataka
Renault,Renault Kwid,2019,1.0 RXT Opt AT,Automatic,9448,1,Petrol,KA-53,10684,546499,Karnataka
Hyundai,Hyundai Creta,2019,1.6 VTVT SX AUTO,Automatic,27139,1,Petrol,KA-47,26472,1409649,Karnataka
Maruti,Maruti Swift,2018,ZXI AMT,Automatic,17992,1,Petrol,KA-53,15245,779799,Karnataka
Tata,Tata Harrier,2021,XZ+ DARK EDITION,Manual,26603,1,Diesel,KA-01,38089,2028299,Karnataka
Maruti,Maruti Alto K10,2013,VXI,Manual,61994,2,Petrol,KA-27,5625,287699,Karnataka
Hyundai,Hyundai Creta,2016,1.6 E + VTVT,Manual,44322,2,Petrol,KA-03,17166,914099,Karnataka
Hyundai,Hyundai NEW SANTRO,2020,1.1 SPORTS AMT,Automatic,13381,1,Petrol,KA-01,12135,620699,Karnataka
MG,MG HECTOR,2019,SHARP 2.0 DIESEL,Manual,29879,1,Diesel,KA-01,31102,1656199,Karnataka
Maruti,Maruti Vitara Brezza,2016,ZDI PLUS DUAL TONE,Manual,82895,1,Diesel,KA-53,16276,866699,Karnataka
Tata,Tata Tiago,2016,XZ 1.2 REVOTRON,Manual,97077,1,Petrol,KA-51,9458,483799,Karnataka
Maruti,Maruti Wagon R 1.0,2017,VXI,Manual,11785,2,Petrol,KA-02,8694,444699,Karnataka
Honda,Honda Jazz,2010,1.2 BASE I VTEC,Manual,86713,2,Petrol,KA-04,6424,328599,Karnataka
Hyundai,Hyundai Creta,2021,1.5 SX (O) AT,Automatic,15610,1,Petrol,KA-51,32335,1721899,Karnataka
Maruti,Maruti Swift,2018,VXI,Manual,23159,1,Petrol,KA-52,12825,655999,Karnataka
Hyundai,Hyundai Creta,2016,1.4 S CRDI,Manual,78165,2,Diesel,KA-03,17866,951399,Karnataka
Maruti,Maruti Celerio,2016,ZXI AMT,Automatic,89986,1,Petrol,KA-14,9001,460399,Karnataka
Hyundai,Hyundai NEW SANTRO,2019,1.1 SPORTS AMT,Automatic,12126,1,Petrol,KA-50,11365,581299,Karnataka
Maruti,Maruti New  Wagon-R,2019,VXI 1.2L,Manual,33369,2,Petrol,KA-07,10348,529299,Karnataka
Maruti,Maruti Celerio,2016,VXI (O) AMT,Automatic,54290,1,Petrol,KA-03,10170,520199,Karnataka
Honda,Honda City,2016,V MT PETROL,Manual,85026,2,Petrol,KA-05,12858,657699,Karnataka
Hyundai,Hyundai Creta,2018,1.6 E + VTVT,Manual,19535,1,Petrol,KA-03,19440,1035199,Karnataka
Maruti,Maruti Vitara Brezza,2018,ZDI + AMT,Automatic,38592,2,Diesel,KA-03,19156,1020099,Karnataka
Maruti,Maruti Alto 800,2013,LXI,Manual,58238,2,Petrol,KA-03,5628,287899,Karnataka
Hyundai,Hyundai Creta,2018,1.6 SX PLUS AUTO PETROL,Automatic,24880,1,Petrol,KA-02,24007,1278399,Karnataka
Maruti,Maruti Alto 800,2017,LXI,Manual,15568,2,Petrol,KA-03,6295,321999,Karnataka
Datsun,Datsun Redi Go,2016,T (O),Manual,59857,1,Petrol,KA-01,5429,277699,Karnataka
Hyundai,Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT,Manual,16975,1,Petrol,KA-02,11038,564599,Karnataka
Maruti,Maruti Swift,2017,VXI OPT,Manual,64300,1,Petrol,KA-50,11726,599799,Karnataka
Maruti,Maruti Celerio,2015,VXI AMT,Automatic,41383,2,Petrol + CNG,KA-01,8326,425899,Karnataka
Ford,Ford Ecosport,2019,1.5 TREND TI VCT,Manual,27772,1,Petrol,KA-01,15286,813999,Karnataka
Hyundai,Hyundai NEW SANTRO,2020,1.1 ERA EXICUTIVE,Manual,7399,1,Petrol,KA-12,10563,540299,Karnataka
Ford,Ford Ecosport,2019,1.5 TDCI TITANIUM PLUS,Manual,30038,1,Diesel,KA-51,20942,1115199,Karnataka
Hyundai,Hyundai GRAND I10 NIOS,2020,SPORTZ PETROL,Manual,7680,1,Petrol,KA-63,13926,712299,Karnataka
Mahindra,Mahindra XUV500,2018,W11 FWD,Manual,89232,1,Diesel,KA-04,28508,1518099,Karnataka
Honda,Honda Amaze,2015,1.2 SMT I VTEC,Manual,36370,2,Petrol,KA-03,9130,466999,Karnataka
Maruti,Maruti Swift,2017,ZDI,Manual,63007,1,Diesel,KA-41,14408,736999,Karnataka
Honda,Honda Brio,2017,1.2 VX MT I VTEC,Manual,30699,1,Petrol,KA-02,10770,550899,Karnataka
Hyundai,Hyundai Verna,2017,FLUIDIC 1.6 SX VTVT,Manual,33094,2,Petrol,KA-05,14004,716299,Karnataka
Hyundai,Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,18219,1,Petrol,KA-05,10567,540499,Karnataka
Hyundai,Hyundai Grand i10,2018,ASTA 1.2 VTVT,Manual,9631,1,Petrol,KA-02,12852,657399,Karnataka
Maruti,Maruti Celerio,2019,VXI AMT,Automatic,51798,1,Petrol,KA-05,10160,519699,Karnataka
Hyundai,Hyundai Creta,2016,1.6 CRDI SX PLUS AUTO,Automatic,65034,2,Diesel,KA-53,20760,1105499,Karnataka
Maruti,Maruti Wagon R 1.0,2010,VXI,Manual,73357,2,Petrol,KA-02,6096,311799,Karnataka
Maruti,Maruti Ciaz,2015,ZDI+ SHVS,Manual,86697,1,Diesel,KA-02,13507,690899,Karnataka
MG,MG HECTOR,2021,SHARP HYBIRD PETROL MT,Manual,7258,1,Petrol,KA-05,33597,1789099,Karnataka
Renault,Renault Duster,2016,RXS 85 PS,Manual,56140,1,Diesel,KA-53,16492,878199,Karnataka
Hyundai,Hyundai Elite i20,2019,ASTA 1.2 (O),Manual,16188,1,Petrol,KA-53,16090,856799,Karnataka
Maruti,Maruti Swift,2018,ZXI AMT,Automatic,59220,1,Petrol,KA-05,13537,692399,Karnataka
Maruti,Maruti Alto K10,2013,VXI,Manual,57782,3,Petrol,KA-50,4944,252899,Karnataka
Tata,Tata NEXON,2019,XM 1.2,Manual,37159,1,Petrol,KA-27,15120,773399,Karnataka
Renault,Renault Duster,2019,RXS 85 PS,Manual,49101,1,Diesel,KA-25,18071,962299,Karnataka
Hyundai,Hyundai New Elantra,2019,1.6 SX MT,Manual,25472,2,Diesel,KA-51,27289,1453149,Karnataka
Hyundai,Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,18718,3,Petrol,KA-03,9699,496099,Karnataka
Honda,Honda Jazz,2019,1.2 VX AT,Automatic,6724,1,Petrol,KA-51,18078,962699,Karnataka
Hyundai,Hyundai Elite i20,2015,ASTA 1.2,Manual,29905,1,Petrol,KA-04,13220,676199,Karnataka
Hyundai,Hyundai Eon,2018,MAGNA PLUS,Manual,13890,2,Petrol,KA-51,7869,402499,Karnataka
Toyota,Toyota Glanza,2021,G MT PETROL,Manual,4993,1,Petrol,KA-51,17155,913499,Karnataka
Renault,Renault Duster,2016,RXZ 85 PS DIESEL,Manual,53436,1,Diesel,KA-19,15547,827899,Karnataka
Maruti,Maruti Swift,2017,VXI OPT,Manual,61408,1,Petrol,KA-03,12620,645499,Karnataka
Renault,Renault Duster,2018,RXS CVT 106 PS,Automatic,13448,3,Petrol,KA-53,17034,907099,Karnataka
Maruti,Maruti Wagon R 1.0,2018,VXI,Manual,24077,2,Petrol,KA-53,9327,477099,Karnataka
Hyundai,Hyundai Eon,2014,SPORTZ,Manual,56153,2,Petrol,KA-04,6821,348899,Karnataka
KIA,KIA SELTOS,2019,GTX + AT PETROL,Automatic,19414,1,Petrol,KA-04,34522,1838349,Karnataka
Hyundai,Hyundai GRAND I10 NIOS,2019,SPORTZ 1.2 AT,Automatic,27194,1,Petrol,KA-02,14154,723999,Karnataka
Honda,Honda Jazz,2015,1.2 V MT,Manual,26129,2,Petrol,KA-03,11099,567699,Karnataka
Maruti,Maruti Baleno,2019,ALPHA DDIS 190,Manual,31323,1,Diesel,KA-03,16017,852899,Karnataka
Maruti,Maruti Alto K10,2014,VXI,Manual,23981,1,Petrol,KA-53,6190,316599,Karnataka
Hyundai,Hyundai Eon,2016,SPORTZ,Manual,24885,1,Petrol,KA-41,6569,335999,Karnataka
Maruti,Maruti Eeco,2018,5 STR WITH AC PLUSHTR,Manual,19291,1,Petrol,KA-05,9529,487399,Karnataka
Hyundai,Hyundai Grand i10,2014,SPORTZ 1.2 KAPPA VTVT,Manual,37959,1,Petrol,KA-03,9959,509399,Karnataka
Maruti,Maruti Swift,2018,ZXI AMT,Automatic,59830,1,Petrol,KA-05,13474,689199,Karnataka
Hyundai,Hyundai Verna,2014,FLUIDIC 1.6 SX CRDI OPT,Manual,93865,1,Diesel,KA-02,12950,662399,Karnataka
Maruti,Maruti Celerio,2019,ZXI OPT,Manual,62555,1,Petrol,KA-02,10223,522899,Karnataka
Maruti,Maruti Celerio,2015,VXI,Manual,19801,1,Petrol,KA-53,8967,458649,Karnataka
Honda,Honda City,2015,SV MT PETROL,Manual,58095,1,Petrol,KA-03,12929,661299,Karnataka
Hyundai,Hyundai Creta,2018,1.6 SX PLUS PETROL,Manual,21426,2,Petrol,KA-53,22805,1214399,Karnataka
Ford,Ford Ecosport,2021,TITANIUM+ SPORT,Manual,9268,1,Petrol,KA-51,22313,1188199,Karnataka
Jeep,Jeep Compass,2018,2.0 LONGITUDE (O),Manual,13092,1,Diesel,KA-03,30014,1598299,Karnataka
Hyundai,Hyundai Verna,2018,1.6 SX VTVT AT (O),Automatic,16526,1,Petrol,KA-02,22871,1217899,Karnataka
Maruti,Maruti Swift,2018,VXI,Manual,49720,1,Petrol,KA-53,13300,680299,Karnataka
Toyota,Toyota Corolla Altis,2015,GL,Manual,45053,2,Petrol,KA-04,18099,963799,Karnataka
Maruti,Maruti Wagon R 1.0,2015,VXI,Manual,37740,1,Petrol,KA-51,7849,401499,Karnataka
Maruti,Maruti Alto K10,2018,VXI,Manual,12343,1,Petrol,KA-05,8145,416599,Karnataka
Honda,Honda City,2020,VX CVT PETROL,Automatic,19424,1,Petrol,KA-01,25802,1373999,Karnataka
Tata,Tata Tiago,2018,XT 1.2 REVOTRON,Manual,29576,1,Petrol,KA-51,10221,522799,Karnataka
Nissan,Nissan Terrano,2016,XL 85 PS DEISEL,Manual,63676,1,Diesel,KA-04,16400,873299,Karnataka
Ford,Ford Ecosport,2019,1.5 TDCI TITANIUM PLUS,Manual,34293,1,Diesel,KA-01,18386,979099,Karnataka
Tata,Tata Tiago,2020,XZ+ 1.2 Revotron,Manual,67113,1,Petrol,KA-50,12688,648999,Karnataka
Hyundai,Hyundai NEW SANTRO,2019,1.1 MAGNA MT,Manual,33946,2,Petrol,KA-11,9793,500899,Karnataka
Maruti,Maruti Vitara Brezza,2016,ZDI,Manual,67977,3,Diesel,KA-05,15447,790099,Karnataka
Hyundai,Hyundai i10,2016,SPORTZ 1.1 IRDE2,Manual,25752,1,Petrol,KA-44,8753,447699,Karnataka
Hyundai,Hyundai Creta,2016,1.6 SX PLUS VTVT,Manual,72825,1,Petrol,KA-04,17513,932599,Karnataka
Honda,Honda Amaze,2015,1.2 SMT I VTEC,Manual,90826,1,Petrol,KA-03,8453,432399,Karnataka
Hyundai,Hyundai Grand i10,2017,MAGNA 1.2 VTVT,Manual,19347,2,Petrol,KA-05,9602,491149,Karnataka
Renault,Renault Duster,2018,RXS CVT 106 PS,Automatic,22036,2,Petrol,KA-59,16137,859299,Karnataka
Hyundai,Hyundai NEW SANTRO,2019,1.1 MAGNA MT,Manual,47871,2,Petrol,KA-20,9615,491799,Karnataka
Hyundai,Hyundai Creta,2019,1.6 SX VTVT (O) EXECUTIVE,Manual,12651,2,Petrol,KA-51,24816,1321499,Karnataka
Renault,Renault Duster,2015,85 PS RXL,Manual,77951,3,Diesel,KA-02,12551,641999,Karnataka
Hyundai,Hyundai NEW SANTRO,2019,1.1 MAGNA MT,Manual,30676,1,Petrol,KA-10,9605,491299,Karnataka
Maruti,Maruti Alto 800,2013,LXI,Manual,26846,1,Petrol,KA-51,6113,312699,Karnataka
Tata,Tata Tiago,2020,XZ+ 1.2 Revotron,Manual,44484,1,Petrol,KA-03,13260,678249,Karnataka
Hyundai,Hyundai Grand i10,2017,SPORTZ O 1.2,Manual,38231,2,Petrol,KA-53,10119,517599,Karnataka
Hyundai,Hyundai Creta,2015,1.6 S,Manual,67310,1,Petrol,KA-05,17466,930099,Karnataka
Maruti,Maruti Wagon R 1.0,2012,VXI,Manual,58422,1,Petrol,KA-02,7140,365199,Karnataka
Maruti,Maruti Swift,2018,ZXI,Manual,43548,1,Petrol,KA-04,13666,698999,Karnataka
Honda,Honda WR-V,2017,1.5 i-DTEC VX MT,Manual,21736,2,Diesel,KA-04,15864,844799,Karnataka
Maruti,Maruti Zen Estilo,2012,LXI,Manual,78146,2,Petrol,KA-50,5204,266199,Karnataka
Maruti,Maruti Wagon R 1.0,2010,VXI,Manual,41952,1,Petrol,KA-51,6569,335999,Karnataka
Tata,Tata Tiago,2018,XZ 1.2 REVOTRON,Manual,52536,1,Petrol,KA-21,9630,492599,Karnataka
Maruti,Maruti Celerio,2018,ZXI OPT,Manual,78892,2,Petrol,KA-42,9183,469699,Karnataka
Hyundai,Hyundai i10,2012,MAGNA 1.2 KAPPA2,Manual,49058,2,Petrol,KA-53,6739,344699,Karnataka
Datsun,Datsun Redi Go,2016,T (O),Manual,23342,2,Petrol,KA-05,5365,274399,Karnataka
Hyundai,Hyundai Grand i10,2019,SPORTZ DUAL TONE 1.2 VTVT,Manual,10400,1,Petrol,KA-03,13427,686799,Karnataka
KIA,KIA SELTOS,2019,GTX + AT PETROL,Automatic,20453,1,Petrol,KA-51,35979,1915899,Karnataka
Mahindra,Mahindra TUV300,2016,T8,Manual,54019,1,Diesel,KA-50,14221,727399,Karnataka
Maruti,Maruti Wagon R Stingray,2014,VXI,Manual,65821,1,Petrol,KA-03,7898,403999,Karnataka
Ford,Ford Ecosport,2019,1.5TITANIUM TDCI,Manual,43638,1,Diesel,KA-03,18135,965699,Karnataka
Hyundai,Hyundai i10,2013,ERA 1.1 IRDE,Manual,47050,1,Petrol,KA-03,7298,373299,Karnataka
Hyundai,Hyundai GRAND I10 NIOS,2020,SPORTZ 1.2 AT,Automatic,26118,1,Petrol,KA-52,14295,731199,Karnataka
Renault,Renault Kwid,2019,1.0 RXT Opt,Manual,19927,1,Petrol,KA-36,8670,443499,Karnataka
Maruti,Maruti Alto K10,2014,VXI,Manual,45938,2,Petrol,KA-03,5589,285899,Karnataka
Ford,Ford Ecosport,2016,1.5TITANIUM TDCI,Manual,84947,1,Diesel,KA-04,13716,701599,Karnataka
Ford,Ford Ecosport,2016,1.5 TREND+ TDCI,Manual,90981,1,Diesel,KA-37,13560,693599,Karnataka
Honda,Honda Jazz,2019,VX  1.2,Manual,19303,1,Petrol,KA-03,15146,774699,Karnataka
Tata,Tata Tiago,2018,XZ 1.2 REVOTRON,Manual,32258,1,Petrol,KA-53,10281,525899,Karnataka
Honda,Honda City,2014,SV MT PETROL,Manual,23046,1,Petrol,KA-05,12743,651799,Karnataka
Honda,Honda Brio,2014,1.2 VX MT I VTEC,Manual,49255,2,Petrol,KA-03,8039,411199,Karnataka
Maruti,Maruti Swift,2018,VXI AMT,Automatic,35869,1,Petrol,KA-51,14281,730499,Karnataka
Maruti,Maruti Alto 800,2016,VXI,Manual,98838,1,Petrol,KA-03,6252,319799,Karnataka
Renault,Renault Kwid,2016,RXT 1.0 EASY-R  AT,Automatic,50715,1,Petrol,KA-50,7687,393199,Karnataka
Hyundai,Hyundai Grand i10,2014,ASTA 1.2 AT VTVT,Automatic,51767,1,Petrol,KA-05,9470,484399,Karnataka
Honda,Honda City,2019,V MT PETROL,Manual,59423,1,Petrol,KA-19,17006,905599,Karnataka
Hyundai,Hyundai Grand i10,2015,ASTA 1.1 (O) CRDI,Manual,48412,3,Diesel,KA-41,9996,511299,Karnataka
Hyundai,Hyundai Elite i20,2015,ASTA 1.4 CRDI,Manual,71410,2,Diesel,KA-04,13546,692899,Karnataka
Maruti,Maruti Eeco,2019,5 STR WITH AC PLUSHTR,Manual,31631,1,Petrol,KA-04,9576,489799,Karnataka
Renault,Renault Kwid,2020,1.0 RXT Opt,Manual,21144,1,Petrol,KA-01,10559,540099,Karnataka
Honda,Honda Amaze,2014,1.2 SX MT I VTEC,Manual,54126,2,Petrol,KA-03,8674,443699,Karnataka
Mahindra,Mahindra TUV300,2016,T8,Manual,43776,1,Diesel,KA-02,14954,764899,Karnataka
Tata,Tata NEXON,2019,XM 1.2,Manual,28283,1,Petrol,KA-51,15188,808799,Karnataka
Maruti,Maruti Ciaz,2017,SIGMA 1.4 VVT,Manual,65702,2,Petrol,KA-51,13351,682899,Karnataka
Maruti,Maruti Celerio,2017,ZXI AMT,Automatic,51025,1,Petrol,KA-01,9933,508099,Karnataka
Tata,Tata Tiago,2018,XM 1.2 REVOTRON,Manual,45107,1,Petrol,KA-05,9984,510699,Karnataka
Hyundai,Hyundai i10,2014,SPORTZ 1.1 IRDE2,Manual,89154,2,Petrol,KA-17,6801,347899,Karnataka
Hyundai,Hyundai NEW SANTRO,2021,SPORTZ 1.1,Manual,11294,1,Petrol,KA-04,11810,604099,Karnataka
Honda,Honda City,2014,SV MT PETROL,Manual,59119,2,Petrol,KA-03,11818,604499,Karnataka
Hyundai,Hyundai NEW SANTRO,2020,SPORTZ 1.1,Manual,16957,1,Petrol,KA-47,11142,569899,Karnataka
Hyundai,Hyundai Grand i10,2019,SPORTZ DUAL TONE 1.2 VTVT,Manual,12615,1,Petrol,KA-05,13589,695099,Karnataka
Hyundai,Hyundai Eon,2016,MAGNA PLUS,Manual,59316,1,Petrol,KA-20,6481,331499,Karnataka
Maruti,Maruti Dzire,2018,VXI,Manual,23996,1,Petrol,KA-01,13228,676599,Karnataka
Hyundai,Hyundai GRAND I10 NIOS,2020,SPORTZ 1.2 AT,Automatic,14413,1,Petrol,KA-05,15226,778799,Karnataka
Hyundai,Hyundai Grand i10,2017,ASTA 1.2 (O) VTVT,Manual,16645,1,Petrol,KA-03,12162,622099,Karnataka
Honda,Honda Brio,2016,1.2 S MT I VTEC,Manual,28718,2,Petrol,KA-19,9060,463399,Karnataka
Maruti,Maruti Wagon R 1.0,2015,VXI,Manual,33280,1,Petrol,KA-53,8866,453499,Karnataka
Tata,Tata NEXON,2021,XZ+ SUNROOF 1.5 RTQ,Manual,13539,1,Diesel,KA-51,23735,1263899,Karnataka
Hyundai,Hyundai NEW SANTRO,2019,1.1 MAGNA MT,Manual,68840,1,Petrol,KA-42,9038,462299,Karnataka
Hyundai,Hyundai VENUE,2020,1.0L Turbo GDI SX MT,Manual,67527,1,Petrol,KA-05,18026,959899,Karnataka
Renault,Renault Kwid,2018,RXT 1.0 EASY-R  AT,Automatic,36210,1,Petrol,KA-53,8530,436299,Karnataka
Tata,Tata NEXON,2018,XZA+ 1.2 Dual Tone,Automatic,16894,1,Petrol,KA-03,20199,1075599,Karnataka
Hyundai,Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT,Manual,41121,1,Petrol,KA-51,10092,516199,Karnataka
Hyundai,Hyundai VENUE,2019,1.0 TURBO GDI SX+ AT,Automatic,18933,1,Petrol,KA-70,21293,1133899,Karnataka
Maruti,Maruti Swift,2014,ZXI,Manual,66640,1,Petrol,KA-53,11204,573099,Karnataka
Tata,Tata Tiago,2018,XM 1.2 REVOTRON,Manual,65303,2,Petrol,KA-03,8397,429499,Karnataka
Maruti,Maruti Swift,2018,ZDI +,Manual,66793,1,Diesel,KA-13,14301,731499,Karnataka
Ford,Ford Ecosport,2016,1.0 TREND+ (ECOBOOST),Manual,45461,1,Petrol,KA-03,13185,674399,Karnataka
Maruti,Maruti Baleno,2018,ZETA 1.2 K12,Manual,13441,1,Petrol,KA-03,13990,715599,Karnataka
Hyundai,Hyundai Elite i20,2017,SPORTZ 1.2,Manual,37959,1,Petrol,KA-01,12612,645099,Karnataka
Maruti,Maruti Baleno,2019,DELTA 1.2 K12 AT,Automatic,75232,1,Petrol,KA-05,13364,683599,Karnataka
Hyundai,Hyundai Creta,2016,1.6 SX PLUS DIESEL,Manual,75758,2,Diesel,KA-04,19087,1016399,Karnataka
Hyundai,Hyundai Verna,2019,1.6 SX VTVT AT (O),Automatic,21667,1,Petrol,KA-03,23634,1258549,Karnataka
Tata,Tata NEXON,2018,XZ+ 1.5 Dual Tone,Manual,32961,1,Diesel,KA-01,18801,1001199,Karnataka
Volkswagen,Volkswagen Ameo,2017,HIGHLINE 1.5L AT (D),Automatic,45831,2,Diesel,KA-05,14457,739499,Karnataka
Tata,Tata Tiago,2018,XT 1.2 REVOTRON,Manual,60745,1,Petrol,KA-53,9167,468899,Karnataka
Renault,Renault Kwid,2019,RXT Opt,Manual,28966,1,Petrol,KA-04,8993,459999,Karnataka
Honda,Honda City,2019,V MT PETROL,Manual,34364,1,Petrol,KA-01,17603,937399,Karnataka
Honda,Honda Jazz,2019,1.2 VX AT,Automatic,13486,2,Petrol,KA-53,15307,815099,Karnataka
