Brand,Name,Year,Model,Transmission,Kms,Owner,Fuel Type,Registration,EMI,Price,State
Maruti,Maruti Celerio,2017,ZXI AMT,Automatic,11211,1,Petrol,DL-6C,9011,460899,Delhi
Hyundai,Hyundai i20,2014,MAGNA O 1.2,Manual,53483,2,Petrol,DL-4C,6686,341999,Delhi
Renault,Renault Kwid,2018,CLIMBER 1.0 AT,Automatic,37424,1,Petrol,UP-14,6571,336099,Uttar Pradesh
Tata,Tata Tiago,2019,XZ 1.2 REVOTRON,Manual,7831,1,Petrol,DL-2C,10180,520699,Delhi
Maruti,Maruti New  Wagon-R,2021,LXI 1.0 L,Manual,9521,1,Petrol,DL-7C,10244,523999,Delhi
Maruti,Maruti New  Wagon-R,2019,LXI 1.0 L,Manual,19253,1,Petrol,DL-3C,9914,507099,Delhi
KIA,KIA SELTOS,2021,HTK PLUS 1.5 DIESEL,Manual,19013,1,Diesel,UP-32,22085,1176049,Uttar Pradesh
Hyundai,Hyundai Elite i20,2015,ASTA 1.2,Manual,67217,1,Petrol,DL-8C,9542,488099,Delhi
Hyundai,Hyundai Grand i10,2018,MAGNA 1.2 VTVT,Manual,15318,1,Petrol,UP-14,9601,491099,Uttar Pradesh
Maruti,Maruti Alto 800,2016,LXI,Manual,58807,2,Petrol,HR-51,5351,273699,Hariyana
Maruti,Maruti Wagon R 1.0,2013,LXI CNG,Manual,29890,1,Petrol + CNG,DL-8C,6401,327399,Delhi
Maruti,Maruti Celerio,2020,VXI AMT,Automatic,28154,1,Petrol,DL-5C,11151,570399,Delhi
Maruti,Maruti New  Wagon-R,2022,1.0 Lxi (o) cng,Manual,11354,1,Petrol + CNG,DL-14,12815,655499,Delhi
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,21463,1,Petrol,UP-13,12897,659699,Uttar Pradesh
Maruti,Maruti Alto 800,2015,VXI,Manual,52016,1,Petrol,DL-3C,5265,269299,Delhi
Maruti,Maruti Celerio,2016,VXI AMT,Automatic,33127,1,Petrol,DL-8C,8217,420299,Delhi
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,31936,2,Petrol,HR-28,11011,563199,Hariyana
Honda,Honda Amaze,2017,1.2 SMT I VTEC,Manual,46732,1,Petrol,DL-4C,8966,458599,Delhi
Maruti,Maruti New  Wagon-R,2019,VXI 1.2L,Manual,15867,1,Petrol,DL-5C,10760,550399,Delhi
Maruti,Maruti Swift,2019,VXI AMT,Automatic,45357,2,Petrol,HR-87,11621,594399,Hariyana
Maruti,Maruti Baleno,2017,DELTA 1.2 K12,Manual,26920,1,Petrol,UP-16,11261,575999,Uttar Pradesh
Hyundai,Hyundai i10,2014,SPORTZ 1.1 IRDE2,Manual,68664,1,Petrol,UP-14,6557,335399,Uttar Pradesh
KIA,KIA SELTOS,2022,HTK PLUS AT 1.5 DIESEL,Automatic,6285,1,Diesel,HR-26,29979,1596399,Hariyana
Mahindra,Mahindra Scorpio,2020,S9,Manual,55372,1,Diesel,HR-26,27579,1468599,Hariyana
Hyundai,Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,28270,1,Petrol,DL-10,9212,471199,Delhi
Hyundai,Hyundai Grand i10,2017,MAGNA 1.2 VTVT,Manual,28246,1,Petrol,DL-10,9198,470499,Delhi
Hyundai,Hyundai NEW SANTRO,2019,SPORTZ 1.1,Manual,10558,1,Petrol,DL-12,10332,528499,Delhi
Maruti,Maruti Wagon R 1.0,2011,VXI,Manual,47706,2,Petrol,HR-26,5300,271099,Hariyana
Mahindra,Mahindra XUV500,2019,W9,Manual,91773,1,Diesel,HR-36,23535,1253249,Hariyana
Maruti,Maruti New  Wagon-R,2019,1.0 VXI (O),Manual,9229,2,Petrol,DL-12,10622,543299,Delhi
Maruti,Maruti Swift Dzire,2013,VXI,Manual,82847,2,Petrol,UP-32,6704,342899,Uttar Pradesh
Maruti,Maruti Swift Dzire,2014,VXI,Manual,38505,2,Petrol,DL-7C,8164,417599,Delhi
Maruti,Maruti Alto K10,2015,VXI,Manual,58267,1,Petrol,HR-51,5970,305349,Hariyana
Hyundai,Hyundai Elite i20,2018,ASTA 1.2 DUAL TONE,Manual,27166,1,Petrol,DL-11,13126,671399,Delhi
Maruti,Maruti Wagon R 1.0,2010,VXI,Manual,33383,1,Petrol,DL-3C,4538,232099,Delhi
Maruti,Maruti Swift,2020,ZXI+,Manual,15138,1,Petrol,HR-04,14518,742599,Hariyana
Hyundai,Hyundai Creta,2020,E,Manual,21119,1,Diesel,UP-16,24644,1312299,Uttar Pradesh
Honda,Honda Amaze,2021,1.2 V CVT I VTEC,Automatic,21765,1,Petrol,DL-4C,17870,951599,Delhi
Hyundai,Hyundai GRAND I10 NIOS,2021,MAGNA 1.2 KAPPA VTVT CNG,Manual,42209,1,Petrol + CNG,HR-51,14090,720699,Hariyana
Honda,Honda City,2020,VX MT PETROL,Manual,7632,1,Petrol,HR-26,21953,1168999,Hariyana
Nissan,Nissan Micra,2016,XL CVT (PETROL),Automatic,23557,1,Petrol,UP-14,8432,431299,Uttar Pradesh
Maruti,Maruti Swift Dzire,2013,VXI,Manual,99364,1,Petrol,DL-1C,7302,373499,Delhi
Hyundai,Hyundai Grand i10,2016,MAGNA 1.2 VTVT,Manual,27924,1,Petrol,HR-51,7687,393199,Hariyana
Hyundai,Hyundai Grand i10,2013,ASTA 1.2 VTVT,Manual,79166,1,Petrol,UP-32,8350,427099,Uttar Pradesh
Maruti,Maruti Wagon R 1.0,2015,LXI,Manual,70248,2,Petrol,DL-3C,5894,301499,Delhi
Hyundai,Hyundai Grand i10,2016,MAGNA 1.2 KAPPA VTVT,Manual,18905,1,Petrol,DL-1C,8616,440699,Delhi
Honda,Honda Amaze,2018,1.2 V CVT I VTEC,Automatic,11825,1,Petrol,DL-14,15007,767599,Delhi
Tata,Tata Tiago,2018,XZA 1.2 REVOTRON,Automatic,52957,1,Petrol,DL-3C,10633,543899,Delhi
Maruti,Maruti Swift,2017,LXI OPT,Manual,47518,1,Petrol,DL-1C,8772,448699,Delhi
Tata,Tata NEXON,2019,XM 1.2,Manual,17959,1,Petrol,DL-11,14276,730199,Delhi
Honda,Honda City,2017,ZX CVT,Automatic,27652,2,Petrol,UP-65,18261,972399,Uttar Pradesh
Maruti,Maruti Celerio,2018,VXI CNG,Manual,64947,3,Petrol + CNG,DL-8C,8813,450799,Delhi
Maruti,Maruti Alto K10,2016,LXI CNG,Manual,87390,1,Petrol + CNG,DL-12,7083,362299,Delhi
Maruti,Maruti Alto 800,2016,LXI,Manual,69179,1,Petrol,HR-29,5257,268899,Hariyana
Maruti,Maruti Swift,2013,LXI,Manual,53701,1,Petrol,UP-16,7312,373999,Uttar Pradesh
Maruti,Maruti Baleno,2016,DELTA 1.2 K12,Manual,40738,1,Petrol,DL-2C,9918,507299,Delhi
Tata,Tata Tiago,2019,XZ 1.2 REVOTRON,Manual,73620,1,Petrol,DL-3C,9613,491699,Delhi
Honda,Honda City,2020,VX MT PETROL,Manual,16253,1,Petrol,DL-9C,23498,1251299,Delhi
Hyundai,Hyundai Creta,2016,1.6 S,Manual,75101,1,Petrol,DL-9C,16287,867299,Delhi
KIA,KIA SELTOS,2020,HTK PLUS AT 1.5 DIESEL,Automatic,41500,1,Diesel,HR-10,27134,1444899,Hariyana
Honda,Honda Amaze,2019,1.2 SMT I VTEC,Manual,72250,1,Petrol,UP-14,11843,605799,Uttar Pradesh
Toyota,Toyota Glanza,2020,G CVT,Automatic,6550,1,Petrol,DL-3C,16135,859199,Delhi
Tata,Tata Harrier,2021,XT+ 2.0 KRYOTEC,Manual,14291,1,Diesel,UP-15,34692,1847399,Uttar Pradesh
Hyundai,Hyundai NEW SANTRO,2019,1.1 MAGNA CNG MT,Manual,39950,1,Petrol + CNG,DL-12,10706,547599,Delhi
Honda,Honda Amaze,2014,1.2 EMT I VTEC,Manual,49554,1,Petrol,DL-3C,7787,398299,Delhi
Maruti,Maruti New  Wagon-R,2019,LXI CNG 1.0 L,Manual,18940,1,Petrol + CNG,DL-14,10885,556749,Delhi
Maruti,Maruti Swift,2014,LXI,Manual,54460,3,Petrol,DL-8C,6618,338499,Delhi
Maruti,Maruti New  Wagon-R,2019,VXI 1.0,Manual,22748,1,Petrol,HR-51,10381,530999,Hariyana
Maruti,Maruti Swift,2018,ZXI+,Manual,21779,1,Petrol,DL-9C,13239,677199,Delhi
Toyota,Toyota Etios,2014,G,Manual,38255,1,Petrol,DL-3C,8211,419999,Delhi
Maruti,Maruti New  Wagon-R,2021,LXI CNG 1.0 L,Manual,10754,1,Petrol + CNG,DL-3C,12410,634799,Delhi
Hyundai,Hyundai Xcent,2014,S 1.2 OPT,Manual,49326,1,Petrol,HR-26,8676,443799,Hariyana
Maruti,Maruti New  Wagon-R,2019,LXI 1.0 L,Manual,13184,1,Petrol,UP-14,10184,520899,Uttar Pradesh
Maruti,Maruti IGNIS,2021,DELTA 1.2 K12,Manual,12799,1,Petrol,UP-16,12571,642999,Uttar Pradesh
Hyundai,Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT,Manual,32773,2,Petrol,DL-8C,7433,380199,Delhi
Hyundai,Hyundai Creta,2018,1.6 E + VTVT,Manual,51678,1,Petrol,HR-26,16860,897799,Hariyana
Volkswagen,Volkswagen Polo,2018,COMFORTLINE 1.0 PETROL,Manual,28361,1,Petrol,DL-8C,12160,621999,Delhi
Hyundai,Hyundai VENUE,2019,1.0 TURBO GDI SX+ AT,Automatic,16373,1,Petrol,HR-26,21213,1129599,Hariyana
Honda,Honda Amaze,2014,1.2 VXMT I VTEC,Manual,79067,2,Petrol,DL-4C,7063,361299,Delhi
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,11251,2,Petrol,DL-1C,12324,630399,Delhi
Maruti,Maruti New  Wagon-R,2020,1.0 Lxi (o) cng,Manual,56131,1,Petrol + CNG,HR-26,10813,553099,Hariyana
Maruti,Maruti Alto K10,2015,VXI OPT,Manual,34559,2,Petrol,DL-3C,6364,325499,Delhi
Toyota,Toyota Corolla Altis,2018,VL AT,Automatic,65783,1,Petrol,DL-1C,27968,1489299,Delhi
Skoda,Skoda Rapid,2021,1.0 AMBITION TSI AT,Automatic,10439,1,Petrol,DL-10,22263,1185549,Delhi
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,43915,2,Petrol,DL-6C,11720,599499,Delhi
Tata,Tata Tiago,2021,XZ 1.2 REVOTRON,Manual,27497,1,Petrol,HR-51,11877,607499,Hariyana
Maruti,Maruti Swift,2013,VXI,Manual,51491,2,Petrol,HR-51,7054,360799,Hariyana
Maruti,Maruti S Cross,2022,SIGMA 1.5 SHVS,Manual,1650,1,Petrol,DL-8C,17598,937099,Delhi
Maruti,Maruti Celerio,2019,VXI,Manual,33989,2,Petrol,HR-51,8412,430299,Hariyana
Hyundai,Hyundai Elite i20,2016,ASTA 1.2 (O),Manual,37239,1,Petrol,DL-8C,11806,603899,Delhi
Hyundai,Hyundai NEW SANTRO,2021,SPORTZ EXECUTIVE CNG,Manual,52922,1,Petrol + CNG,DL-7C,12258,626999,Delhi
Hyundai,Hyundai Grand i10,2018,MAGNA 1.2 VTVT,Manual,62638,1,Petrol,DL-3C,8749,447499,Delhi
Hyundai,Hyundai Creta,2016,1.6 S,Manual,75256,1,Petrol,DL-2C,15329,816299,Delhi
Maruti,Maruti Wagon R 1.0,2017,VXI,Manual,52936,1,Petrol,HR-72,7592,388349,Hariyana
Skoda,Skoda Rapid,2020,STYLE 1.0TSI MT,Manual,9770,1,Petrol,DL-10,18800,1001099,Delhi
Hyundai,Hyundai NEW SANTRO,2019,SPORTZ 1.1,Manual,29153,1,Petrol,DL-12,9257,473499,Delhi
Skoda,Skoda Rapid,2021,MONTE CARLO 1.0 MT,Manual,35096,1,Petrol,DL-10,22375,1191499,Delhi
Hyundai,Hyundai Creta,2017,1.6 SX PLUS AUTO PETROL,Automatic,49469,2,Petrol,DL-12,19686,1048299,Delhi
Maruti,Maruti S Cross,2018,SIGMA SHVS,Manual,67477,1,Diesel,DL-8C,13364,683599,Delhi
Hyundai,Hyundai Grand i10,2014,MAGNA 1.2 VTVT,Manual,47940,1,Petrol,DL-8C,8401,429699,Delhi
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,23053,1,Petrol,HR-26,14551,744299,Hariyana
Tata,Tata Harrier,2021,XZA  DUAL TONE,Automatic,17524,1,Diesel,UP-14,34409,1832299,Uttar Pradesh
Maruti,Maruti New  Wagon-R,2020,VXI 1.0,Manual,7090,1,Petrol,UP-14,10823,553599,Uttar Pradesh
Maruti,Maruti Wagon R 1.0,2017,VXI,Manual,34176,2,Petrol,DL-3C,7487,382949,Delhi
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,12502,1,Petrol,HR-36,14092,720799,Hariyana
Maruti,Maruti Alto K10,2019,VXI AMT,Automatic,7865,1,Petrol,DL-7C,8385,428899,Delhi
Maruti,Maruti Baleno,2016,DELTA 1.2 K12,Manual,14808,2,Petrol,DL-5C,10800,552399,Delhi
Hyundai,Hyundai Creta,2017,1.6 E + VTVT,Manual,26739,1,Petrol,UP-14,17260,919099,Uttar Pradesh
Maruti,Maruti Ertiga,2019,VXI SMART HYBRID,Manual,37215,1,Petrol,DL-12,17151,913299,Delhi
Hyundai,Hyundai Eon,2014,ERA PLUS,Manual,28658,1,Petrol,DL-3C,5367,274499,Delhi
Maruti,Maruti Alto K10,2014,VXI,Manual,35518,1,Petrol,HR-26,6264,320399,Hariyana
Hyundai,Hyundai Grand i10,2016,MAGNA 1.2 VTVT,Manual,62467,1,Petrol,DL-8C,7875,402799,Delhi
Honda,Honda Amaze,2018,1.2 VXMT I VTEC,Manual,24330,2,Petrol,UP-14,13634,697399,Uttar Pradesh
Maruti,Maruti Alto K10,2018,LXI CNG (O),Manual,83128,1,Petrol + CNG,DL-2C,7071,361699,Delhi
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,16787,1,Petrol,HR-26,15297,814599,Hariyana
Tata,Tata Harrier,2020,XZ DARK EDITION,Manual,28625,2,Diesel,HR-26,27864,1483799,Hariyana
Honda,Honda City,2017,V MT PETROL,Manual,18711,1,Petrol,DL-3C,16892,899499,Delhi
Hyundai,Hyundai Grand i10,2015,MAGNA 1.2 VTVT,Manual,46613,1,Petrol,DL-12,7615,389499,Delhi
Maruti,Maruti Ciaz,2015,ZXI PLUS,Manual,50714,1,Petrol,DL-4C,13415,686199,Delhi
Maruti,Maruti New  Wagon-R,2021,VXI 1.0,Manual,20784,1,Petrol,DL-3C,10610,542699,Delhi
Maruti,Maruti Wagon R 1.0,2017,LXI,Manual,16858,1,Petrol,DL-6C,8500,434799,Delhi
Hyundai,Hyundai Grand i10,2017,SPORTZ AT 1.2 KAPPA VTVT,Automatic,9446,1,Petrol,DL-4C,11003,562799,Delhi
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,18544,1,Petrol,DL-2C,15510,825899,Delhi
Honda,Honda Jazz,2019,1.2 VX AT,Automatic,8594,2,Petrol,HR-26,15923,847899,Hariyana
Honda,Honda Brio,2015,1.2 S MT I VTEC,Manual,96066,1,Petrol,DL-3C,6614,338299,Delhi
Maruti,Maruti Baleno,2018,DELTA 1.2 K12,Manual,23667,1,Petrol,DL-1C,11822,604699,Delhi
Hyundai,Hyundai Elite i20,2014,SPORTZ 1.2,Manual,68195,1,Petrol,DL-8C,9709,496599,Delhi
Hyundai,Hyundai NEW SANTRO,2019,1.1 SPORTS AMT,Automatic,68331,1,Petrol,DL-7C,9153,468199,Delhi
Toyota,Toyota YARIS,2021,J MT,Manual,8461,1,Petrol,DL-10,19795,1054099,Delhi
Hyundai,Hyundai Grand i10,2017,Sportz(O) 1.2 MT,Manual,28590,1,Petrol,DL-9C,10279,525799,Delhi
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,30626,1,Petrol,HR-51,13085,669299,Hariyana
KIA,KIA SELTOS,2020,GTX + AT PETROL,Automatic,28411,1,Petrol,HR-26,34178,1819999,Hariyana
Mahindra,Mahindra KUV 100 NXT,2020,K8 6 STR,Manual,26674,1,Petrol,DL-8C,13576,694399,Delhi
Toyota,Toyota Etios,2013,V SP,Manual,36015,1,Petrol,HR-26,7636,390599,Hariyana
Maruti,Maruti Swift,2015,ZXI,Manual,46000,1,Petrol,DL-3C,8352,427199,Delhi
Maruti,Maruti Swift,2014,VXI,Manual,35393,1,Petrol,HR-26,8821,451199,Hariyana
Maruti,Maruti New  Wagon-R,2020,LXI CNG 1.0 L,Manual,50915,1,Petrol + CNG,HR-51,12109,619399,Hariyana
Hyundai,Hyundai GRAND I10 NIOS,2020,SPORTZ 1.2 AT,Automatic,16160,1,Petrol,HR-98,13826,707199,Hariyana
Honda,Honda Jazz,2017,1.2 S MT,Manual,19800,1,Petrol,DL-10,11044,564899,Delhi
Honda,Honda WR-V,2022,1.2 i-VTEC VX MT,Manual,6644,1,Petrol,DL-8C,19412,1033699,Delhi
Tata,Tata Harrier,2021,XT+ 2.0 KRYOTEC,Manual,21245,1,Diesel,DL-3C,32613,1736699,Delhi
Datsun,Datsun Redi Go,2018,A,Manual,33552,1,Petrol,HR-26,5445,278499,Hariyana
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,50112,1,Petrol,DL-2C,12756,652499,Delhi
Mahindra,Mahindra Scorpio,2020,S9,Manual,26932,1,Diesel,UP-14,26443,1408099,Uttar Pradesh
Maruti,Maruti Wagon R 1.0,2014,VXI,Manual,66606,2,Petrol,HR-26,6256,319999,Hariyana
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,26392,1,Petrol,DL-3C,12743,651799,Delhi
Maruti,Maruti Alto 800,2018,LXI,Manual,1298,1,Petrol,DL-12,6473,331099,Delhi
Tata,Tata NEXON,2019,XM 1.2,Manual,53682,1,Petrol,HR-19,13040,666999,Hariyana
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,17179,1,Petrol,DL-9C,15535,794599,Delhi
Maruti,Maruti Ciaz,2020,ALPHA 1.5 MT VTVT SHVS,Manual,18634,1,Petrol,HR-23,19389,1032499,Hariyana
Hyundai,Hyundai Creta,2016,1.6 S,Manual,76840,3,Petrol,UP-16,15073,770999,Uttar Pradesh
Hyundai,Hyundai Elite i20,2017,ASTA 1.2 (O),Manual,89784,1,Petrol + CNG,HR-26,12655,647299,Hariyana
Ford,Ford Ecosport,2017,1.5 TREND TI VCT,Manual,64882,1,Petrol,DL-12,11550,590799,Delhi
Datsun,Datsun Redi Go,2018,1.0 S AT,Automatic,72010,2,Petrol,HR-06,7124,364399,Hariyana
Maruti,Maruti Baleno,2018,ZETA 1.2 K12,Manual,30266,2,Petrol,DL-6C,11114,568499,Delhi
Maruti,Maruti S Cross,2021,SIGMA 1.5 SHVS,Manual,17888,1,Petrol,UP-85,18792,1000699,Uttar Pradesh
Hyundai,Hyundai Grand i10,2019,SPORTZ 1.2 KAPPA VTVT,Manual,39740,1,Petrol,HR-29,9707,496499,Hariyana
Hyundai,Hyundai VENUE,2021,S MT 1.2 KAPPA,Manual,12681,1,Petrol,UP-14,16387,872599,Uttar Pradesh
Hyundai,Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT,Manual,47146,2,Petrol,HR-26,8676,443799,Hariyana
Hyundai,Hyundai VENUE,2019,1.4 CRDI S MT,Manual,29776,1,Diesel,HR-51,16659,887099,Hariyana
Mahindra,Mahindra Thar,2021,LX  4WD AT CONVERTIBLE,Automatic,4608,1,Petrol,HR-26,31475,1676099,Hariyana
Maruti,Maruti Alto,2021,LXI CNG,Manual,20206,1,Petrol + CNG,HR-98,10074,515299,Hariyana
Tata,Tata Harrier,2019,XM 2.0L Kryotec,Manual,49212,1,Diesel,HR-26,22865,1217599,Hariyana
Honda,Honda Amaze,2019,1.2 V CVT I VTEC,Automatic,30185,1,Petrol,DL-10,14868,760499,Delhi
Hyundai,Hyundai Grand i10,2016,MAGNA 1.2 KAPPA VTVT,Manual,47947,1,Petrol,DL-8C,8461,432799,Delhi
Mahindra,Mahindra Scorpio,2020,S11,Manual,56696,1,Diesel,UP-32,28381,1511299,Uttar Pradesh
Tata,Tata NEXON,2019,XZA + 1.2 PETROL A/T,Automatic,26642,1,Petrol,DL-8C,17373,925149,Delhi
Honda,Honda City,2017,ZX CVT,Automatic,27601,1,Petrol,DL-3C,19421,1034199,Delhi
Maruti,Maruti S Cross,2020,ALPHA AT SMART HYBRID,Automatic,22781,1,Petrol,HR-51,23628,1258199,Hariyana
Hyundai,Hyundai Grand i10,2019,SPORTZ 1.2 KAPPA VTVT,Manual,37726,2,Petrol,UP-16,9451,483399,Uttar Pradesh
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,32106,1,Petrol,HR-19,14418,737499,Hariyana
Maruti,Maruti Wagon R 1.0,2018,VXI AMT,Automatic,15854,1,Petrol,HR-51,9531,487499,Hariyana
Maruti,Maruti Baleno,2017,ZETA 1.2 K12,Manual,33015,1,Petrol,UP-16,11771,602099,Uttar Pradesh
Maruti,Maruti Ciaz,2017,SIGMA 1.4 VVT,Manual,10586,1,Petrol,DL-8C,14383,735699,Delhi
Hyundai,Hyundai Creta,2019,1.6 SX VTVT,Manual,12143,1,Petrol,DL-12,23419,1247099,Delhi
Maruti,Maruti A Star,2012,VXI,Manual,31953,1,Petrol,HR-26,5476,280099,Hariyana
Hyundai,Hyundai Elite i20,2017,SPORTZ 1.2,Manual,28911,1,Petrol,DL-3C,12191,623599,Delhi
Tata,Tata Harrier,2019,XZ 2.0L Kryotec,Manual,31328,2,Diesel,DL-9C,23763,1265399,Delhi
Hyundai,Hyundai Grand i10,2016,Magna 1.2 AT  VTVT,Automatic,93624,1,Petrol,DL-8C,8170,417899,Delhi
Maruti,Maruti Ciaz,2019,ALPHA 1.5 AT SHVS,Automatic,81454,1,Petrol,HR-26,15374,818699,Hariyana
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,43970,1,Petrol,DL-10,12053,616499,Delhi
Mahindra,Mahindra TUV300,2019,T8,Manual,57567,1,Diesel,UP-16,15970,850399,Uttar Pradesh
Hyundai,Hyundai Elite i20,2015,MAGNA 1.2,Manual,43969,1,Petrol,DL-8C,9984,510699,Delhi
Maruti,Maruti Alto K10,2018,VXI,Manual,42319,1,Petrol,HR-06,6815,348599,Hariyana
Hyundai,Hyundai NEW SANTRO,2018,SPORTZ 1.1,Manual,27933,1,Petrol,DL-12,9969,509899,Delhi
Hyundai,Hyundai Creta,2018,1.6 SX (O) CRDI,Manual,60418,2,Diesel,UP-16,17834,949699,Uttar Pradesh
Mahindra,Mahindra Scorpio,2021,S11,Manual,10794,1,Diesel,HR-10,31643,1684999,Hariyana
Maruti,Maruti New  Wagon-R,2020,ZXI 1.2,Manual,23797,1,Petrol,HR-26,11204,573099,Hariyana
KIA,KIA SELTOS,2020,HTK PLUS 1.5 DIESEL,Manual,30301,1,Diesel,UP-44,24187,1287999,Uttar Pradesh
Maruti,Maruti Alto K10,2015,VXI OPT,Manual,45330,1,Petrol,DL-2C,6545,334799,Delhi
Hyundai,Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,59461,1,Petrol,DL-8C,8450,432199,Delhi
Ford,Ford Ecosport,2017,1.5 TITANIUM TI VCT,Manual,38524,1,Petrol,HR-26,14393,736199,Hariyana
Hyundai,Hyundai Elite i20,2016,MAGNA 1.2,Manual,52830,1,Petrol,UP-78,10007,511849,Uttar Pradesh
Hyundai,Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,62890,1,Petrol,HR-26,9378,479699,Hariyana
Skoda,Skoda Rapid,2020,ACTIVE 1.0 TSI,Manual,18906,1,Petrol,DL-2C,17778,946699,Delhi
Hyundai,Hyundai Elite i20,2014,ASTA 1.2,Manual,54771,2,Petrol,DL-10,9226,471899,Delhi
Hyundai,Hyundai Elite i20,2018,Magna Executive 1.2,Manual,31960,2,Petrol,DL-9C,11224,574099,Delhi
Honda,Honda Amaze,2014,1.2 SX MT I VTEC,Manual,45525,1,Petrol,DL-10,9071,463999,Delhi
Hyundai,Hyundai i10,2015,SPORTZ 1.1 IRDE2,Manual,33536,1,Petrol,HR-26,7259,371299,Hariyana
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,20718,2,Petrol,HR-06,14868,760499,Hariyana
Maruti,Maruti Swift,2015,LXI OPT,Manual,39646,1,Petrol,DL-8C,8348,426999,Delhi
Maruti,Maruti IGNIS,2021,ALPHA 1.2 K12 AMT,Automatic,9854,1,Petrol,DL-8C,15215,810199,Delhi
Maruti,Maruti Alto 800,2018,LXI,Manual,6641,1,Petrol,DL-3C,6698,342599,Delhi
Maruti,Maruti New  Wagon-R,2021,1.0 Lxi (o) cng,Manual,34741,1,Petrol + CNG,UP-14,12743,651799,Uttar Pradesh
Hyundai,Hyundai Grand i10,2017,MAGNA 1.2 VTVT,Manual,32283,1,Petrol,UP-14,9294,475399,Uttar Pradesh
Hyundai,Hyundai Elite i20,2017,ASTA 1.2,Manual,84581,1,Petrol,DL-7C,11157,570699,Delhi
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,15011,1,Petrol,DL-11,15601,797999,Delhi
Maruti,Maruti Baleno,2016,ZETA 1.2 K12,Manual,52723,1,Petrol,DL-3C,10045,513799,Delhi
Maruti,Maruti Ciaz,2018,DELTA 1.4 VVT,Manual,70169,1,Petrol,UP-16,12627,645899,Uttar Pradesh
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,19380,1,Petrol,UP-16,14070,719699,Uttar Pradesh
Honda,Honda Amaze,2017,1.2 SX MT I VTEC,Manual,64512,2,Petrol,DL-3C,9974,510199,Delhi
Honda,Honda City,2021,ZX CVT,Automatic,8173,1,Petrol,DL-11,28077,1495149,Delhi
Renault,Renault Kwid,2018,RXT,Manual,17345,1,Petrol,DL-3C,7249,370799,Delhi
Hyundai,Hyundai NEW SANTRO,2019,ASTA 1.1 MT,Manual,41584,1,Petrol,DL-5C,9533,487599,Delhi
Maruti,Maruti Alto K10,2017,VXI,Manual,41368,2,Petrol,DL-2C,6026,308249,Delhi
Hyundai,Hyundai GRAND I10 NIOS,2021,SPORTZ CNG MT,Manual,8463,1,Petrol + CNG,DL-8C,15364,785899,Delhi
Maruti,Maruti Celerio,2019,VXI,Manual,78922,1,Petrol,DL-9C,8717,445899,Delhi
Maruti,Maruti New  Wagon-R,2021,VXI 1.0,Manual,15799,1,Petrol,UP-13,10680,546299,Uttar Pradesh
Hyundai,Hyundai Creta,2019,1.4 S CRDI,Manual,71968,1,Diesel,HR-26,16839,896699,Hariyana
Maruti,Maruti Wagon R 1.0,2018,LXI CNG,Manual,82470,1,Petrol + CNG,DL-5C,8596,439699,Delhi
Ford,Ford Ecosport,2014,1.5AMBIENTE TI VCT,Manual,98676,1,Petrol,UP-16,9415,481599,Uttar Pradesh
Maruti,Maruti IGNIS,2018,DELTA 1.2 K12,Manual,29535,1,Petrol,HR-13,9425,482099,Hariyana
Hyundai,Hyundai Creta,2018,1.6 SX AT CRDI,Automatic,57801,2,Diesel,UP-16,22952,1222199,Uttar Pradesh
Maruti,Maruti New  Wagon-R,2021,VXI 1.0,Manual,3371,1,Petrol,DL-5C,11013,563299,Delhi
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,23603,1,Petrol,DL-9C,15371,818499,Delhi
Skoda,Skoda Rapid,2020,1.0 AMBITION TSI AT,Automatic,16292,2,Petrol,HR-26,19819,1055399,Hariyana
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,28702,1,Petrol,UP-37,12303,629299,Uttar Pradesh
Maruti,Maruti Vitara Brezza,2019,ZDI AMT,Automatic,31588,1,Diesel,DL-8C,17530,933499,Delhi
